name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day
Wagamama - Midtown,https://www.opentable.com/r/wagamama-midtown-new-york,1,False,1,54,4.5,4.6,4.4,4.4,4.3,Moderate,100.0,Midtown West,"Asian, Teppanyaki",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Asian,1,1,1,1,False,4,True,2/26/2020,515.0,0.10485436893203884
Tramonti Fifth Ave,https://www.opentable.com/r/tramonti-fifth-ave-new-york,1,False,1,14,4.2,4.1,3.9,3.9,3.9,Moderate,67.0,NoMad,"Wine Bar, Italian, Seafood",Casual Dining,Casual Dress,,,Wine Bar,0,0,0,0,False,0,False,2/25/2020,516.0,0.027131782945736434
Osteria Delbianco,https://www.opentable.com/r/osteria-delbianco-new-york,1,False,2,73,4.8,4.8,4.7,4.6,4.5,Moderate,100.0,Midtown East,Italian,Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Takeout, Wine",Italian,0,0,0,0,False,0,False,1/27/2020,545.0,0.13394495412844037
Vicolina,https://www.opentable.com/r/vicolina-new-york,1,False,2,216,4.5,4.5,4.5,4.5,3.8,Moderate,79.0,Upper East Side,"Italian, Contemporary Italian, Seafood",Casual Elegant,Business Casual,,"Beer, Cafe, Cocktails, Delivery, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,0,1,0,False,2,True,2/4/2020,537.0,0.4022346368715084
The Restaurant,https://www.opentable.com/r/the-restaurant-new-york,1,False,2,34,4.6,4.8,4.6,4.7,4.6,Moderate,92.0,Hell's Kitchen,"Contemporary American, Cocktail Bar",Casual Elegant,Smart Casual,Kenyon Hart,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,1/25/2020,547.0,0.062157221206581355
Osteria Laura NYC,https://www.opentable.com/r/osteria-laura-nyc-new-york,1,False,2,15,4.6,4.7,4.6,4.3,4.6,Moderate,50.0,Harlem,"Italian, American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,1/29/2020,543.0,0.027624309392265192
Carnegie Diner & Cafe,https://www.opentable.com/r/carnegie-diner-and-cafe-new-york,1,False,1,42,4.4,4.3,4.3,4.3,4.2,Moderate,100.0,Midtown West,"American, Breakfast, Comfort Food",Casual Dining,Casual Dress,Antonakopoulos Stathis,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,0,False,1,True,1/11/2020,561.0,0.0748663101604278
Westville Hell's Kitchen,https://www.opentable.com/r/westville-hells-kitchen-new-york,1,False,1,25,4.8,4.8,4.9,4.5,4.5,Moderate,100.0,Hell's Kitchen,"American, Comfort Food",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,1/12/2020,560.0,0.044642857142857144
PASTA EATER,https://www.opentable.com/r/pasta-eater-new-york,1,False,2,40,4.6,4.6,4.6,4.2,4.3,Moderate,100.0,Gramercy / Flatiron,"Italian, Mediterranean, Home cooking",Casual Dining,Casual Dress,Luigi Cetrulo,"Bar/Lounge, Beer, Cocktails, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,9/26/2020,302.0,0.13245033112582782
Tandoor Oven,https://www.opentable.com/r/tandoor-oven-new-york,1,False,1,15,4.4,4.3,4.6,4.3,4.4,Quiet,100.0,Upper East Side,"Contemporary Indian, Indian",Elegant Dining,Business Casual,Nimma Reddy,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Contemporary Indian,0,0,0,0,False,0,False,12/31/2019,572.0,0.026223776223776224
Gyu-Kaku - Manhattan - Amsterdam Ave.,https://www.opentable.com/r/gyu-kaku-manhattan-amsterdam-ave-new-york,1,False,1,101,4.7,4.6,4.4,4.4,4.5,Moderate,95.0,Upper West Side,Japanese,Casual Dining,Casual Dress,,,Japanese,0,0,0,0,False,0,False,12/20/2019,583.0,0.1732418524871355
Wolfgang's Steakhouse - Broadway  (37th St.),https://www.opentable.com/r/wolfgangs-steakhouse-broadway-37th-st-new-york,1,False,2,120,4.7,4.7,4.8,4.7,4.4,Moderate,92.0,Midtown West,Steakhouse,Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Private Room, Wheelchair Access, Wine",Steakhouse,0,0,0,0,False,0,False,12/4/2019,599.0,0.2003338898163606
Giardino 54,https://www.opentable.com/r/giardino-54-new-york,1,False,1,28,4.7,4.6,4.7,4.6,4.4,Moderate,95.0,Hell's Kitchen,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,3/25/2021,122.0,0.22950819672131148
Sachi NYC,https://www.opentable.com/r/sachi-nyc-new-york,1,False,1,14,4.7,4.6,4.7,4.7,4.5,Quiet,100.0,Murray Hill,"Asian, Bistro, Japanese",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Asian,1,1,1,1,False,4,True,12/4/2019,599.0,0.02337228714524207
Sveta,https://www.opentable.com/r/sveta-new-york,1,False,1,80,4.5,4.5,4.2,4.6,4.3,Moderate,91.0,West Village,"Russian, Modern European, Contemporary European",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",Russian,1,1,1,0,False,3,True,12/11/2019,592.0,0.13513513513513514
Flame NYC - No Hibachi (Regular Tables Only),https://www.opentable.com/r/flame-nyc-new-york,1,False,2,25,4.5,4.5,4.3,4.2,4.3,Moderate,89.0,Upper West Side,"Asian, Sushi, Hibachi",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Asian,0,0,0,0,False,0,False,12/22/2019,581.0,0.043029259896729774
Jeannie's - Nordstrom New York City,https://www.opentable.com/r/jeannies-nordstrom-new-york-city-new-york,1,False,1,19,4.3,4.1,4.4,4.1,4.2,Moderate,92.0,Midtown West,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Beer, BYO Wine, Cocktails, Gender Neutral Restroom, Non-Smoking, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/31/2019,633.0,0.030015797788309637
Bistro Verde - Nordstrom New York City,https://www.opentable.com/r/bistro-verde-nordstrom-new-york-city-new-york,1,False,1,43,4.8,4.8,4.9,4.6,4.5,Moderate,100.0,Midtown West,Contemporary American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Full Bar, Gender Neutral Restroom, Non-Smoking, Takeout, View, Wheelchair Access, Wine",Contemporary American,0,0,0,0,False,0,False,10/29/2019,635.0,0.06771653543307087
Nino's,https://www.opentable.com/r/ninos-new-york,1,False,1,47,4.8,4.8,4.8,4.8,4.6,Quiet,100.0,Upper East Side,"Italian, Seafood, Steak",Fine Dining,Smart Casual,Carlos Acevedo,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/27/2019,637.0,0.07378335949764521
Rabbit House Omakase and Sake Bar,https://www.opentable.com/r/rabbit-house-omakase-and-sake-bar-new-york,1,False,2,16,4.8,4.8,4.5,4.4,4.6,Quiet,100.0,Lower East Side,"Japanese, Fusion / Eclectic, Creative Japanese",Elegant Dining,Smart Casual,Yoshiko Sakuma,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Japanese,0,0,0,0,False,0,False,2/14/2020,527.0,0.030360531309297913
LEZZET MEDITERRANEAN TURKISH RESTAURANT,https://www.opentable.com/r/lezzet-mediterranean-turkish-restaurant-new-york,1,False,1,40,4.6,4.4,4.6,4.3,4.3,Quiet,100.0,Midtown East,"Mediterranean, Turkish",Casual Dining,Casual Dress,,"BYO Wine, Delivery, Non-Smoking, Outdoor dining, Takeout",Mediterranean,0,0,0,0,False,0,False,10/11/2019,653.0,0.06125574272588055
Catch Steak,https://www.opentable.com/r/catch-steak-maritime-hotel-new-york,1,False,3,1219,4.5,4.6,4.5,4.6,4.1,Moderate,86.0,West Village,"Steak, Steakhouse, Italian",Fine Dining,Smart Casual, Juan Carlos Ortega,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Steak,1,0,1,1,False,3,True,9/19/2019,675.0,1.805925925925926
Ampia Rooftop & Gnoccheria - Wall St.,https://www.opentable.com/r/ampia-rooftop-and-gnoccheria-wall-st-new-york,1,False,2,363,4.2,4.1,4.0,4.4,3.8,Moderate,72.0,Financial District,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Chef's Table, Cocktails, Dancing, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,10/3/2019,661.0,0.5491679273827534
RH Rooftop Restaurant New York,https://www.opentable.com/r/rh-rooftop-restaurant-new-york,1,False,2,1136,4.8,4.7,4.6,4.9,4.3,Moderate,95.0,West Village,American,Casual Elegant,Casual Dress,,"Beer, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,1,False,2,True,9/12/2019,682.0,1.6656891495601174
TacoVision,https://www.opentable.com/r/tacovision-new-york,1,False,1,278,4.6,4.5,4.4,4.5,4.5,Moderate,85.0,Midtown East,"Mexican, Contemporary Mexican, Global, International",Casual Dining,Casual Dress,Chef Todd Mitgang,"Banquet, Bar/Lounge, Beer, Beer Garden, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,False,4,True,9/18/2019,676.0,0.41124260355029585
Red Peony,https://www.opentable.com/r/red-peony-new-york,1,False,1,144,4.2,4.3,3.9,3.8,4.0,Moderate,100.0,Midtown West,"Chinese, Asian, Fusion / Eclectic",Casual Dining,Casual Dress,,"Delivery, High Tea, Non-Smoking, Private Room, Takeout, Wheelchair Access",Chinese,0,0,0,0,False,0,False,9/6/2019,688.0,0.20930232558139536
IL Piccolo Ristoro,https://www.opentable.com/r/il-piccolo-ristoro-new-york,1,False,2,26,4.7,4.4,4.4,4.6,4.3,Quiet,100.0,Hudson Yards,"Italian, Caf̩, Breakfast",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,8/8/2019,717.0,0.03626220362622036
Worthwild,https://www.opentable.com/r/worthwild-new-york,1,False,2,39,4.7,4.5,4.6,4.6,4.4,Moderate,100.0,Chelsea,"American, Caf̩, Cocktail Bar",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,1,1,1,False,4,True,8/26/2019,699.0,0.055793991416309016
Sushi Suite 1001,https://www.opentable.com/r/sushi-suite-1001-new-york,1,False,3,120,4.9,5.0,4.9,4.9,4.7,Quiet,100.0,NoMad,"Sushi, Asian, Japanese",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Gender Neutral Restroom, Kosher, Outdoor Smoking Area",Sushi,1,0,1,1,False,3,True,9/4/2019,690.0,0.17391304347826086
New Amsterdam Burger and Bar,https://www.opentable.com/r/new-amsterdam-burger-and-bar-new-york,1,False,2,54,4.5,4.6,4.4,4.3,4.0,Moderate,100.0,Upper West Side,"American, Burgers",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Kosher, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,1,1,1,False,4,True,7/29/2019,727.0,0.07427785419532325
Ed's Lobster Bar,https://www.opentable.com/r/eds-lobster-bar-new-york,1,False,2,132,4.4,4.4,4.4,4.1,4.0,Moderate,84.0,SoHo,Seafood,Casual Dining,Business Casual,Edward McFarland,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,False,4,True,8/8/2019,717.0,0.18410041841004185
Westville - Chelsea,https://www.opentable.com/r/westville-new-york,1,False,1,142,4.7,4.6,4.6,4.4,4.5,Moderate,91.0,Chelsea,"American, Comfort Food, Vegetarian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Counter Seating, Delivery, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,9/12/2019,682.0,0.20821114369501467
Petite Boucherie,https://www.opentable.com/r/petite-boucherie-new-york,1,False,2,806,4.5,4.4,4.3,4.5,4.1,Moderate,87.0,West Village,"French, American",Casual Dining,Casual Dress,Dominick Pepe,"Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",French,1,0,0,0,False,1,True,2/20/2015,2347.0,0.3434171282488283
The Smith- Lincoln Square,https://www.opentable.com/the-smith-lincoln-square,1,False,1,8318,4.7,4.6,4.5,4.4,4.3,Moderate,94.0,Lincoln Square,American,Casual Dining,Casual Dress,Brian Ellis,"Banquet, Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,11/13/2012,3176.0,2.6190176322418135
Del Frisco's Grille - NYC,https://www.opentable.com/r/del-friscos-grille-nyc-new-york,1,False,1,3635,4.4,4.4,4.4,4.3,4.0,Moderate,87.0,Rockefeller Center Midtown,Steakhouse,Casual Dining,Casual Dress,Greg Lombardi,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,1,1,0,1,False,3,True,8/24/2011,3623.0,1.003312172232956
NOMO Kitchen,https://www.opentable.com/nomo-kitchen,1,False,3,1291,4.3,4.3,4.0,4.6,4.0,Moderate,88.0,SoHo,"American, Global, International",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,0,1,False,3,True,4/10/2011,3759.0,0.34344240489491884
Del Frisco's Double Eagle Steakhouse - New York City,https://www.opentable.com/r/del-friscos-double-eagle-steak-house-new-york-city-new-york,1,False,1,10489,4.6,4.6,4.7,4.6,4.2,Moderate,89.0,Midtown West,Steakhouse,Fine Dining,Smart Casual,Guillaume Thivet,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,0,1,False,3,True,1/22/2011,3837.0,2.7336460776648424
Max Brenner - Union Square,https://www.opentable.com/max-brenner-union-square,1,False,1,7984,4.6,4.5,4.4,4.4,4.4,Moderate,91.0,Union Square,"Comfort Food, Dessert, Contemporary American",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Late Night, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,1,1,1,1,False,4,True,1/26/2010,4198.0,1.901858027632206
Sojourn Restaurant,https://www.opentable.com/r/sojourn-restaurant-new-york,1,False,1,1699,4.6,4.5,4.5,4.3,4.3,Moderate,100.0,Upper East Side,"Contemporary American, Global, International, Tapas / Small Plates",Casual Elegant,Smart Casual,Peter Petti,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,0,0,0,0,False,0,False,6/13/2009,4425.0,0.383954802259887
Charlie Palmer Steak NYC,https://www.opentable.com/r/charlie-palmer-steak-nyc-new-york-3,1,False,2,4192,4.6,4.6,4.6,4.6,4.3,Moderate,91.0,Theater District / Times Square,"American, Contemporary American",Fine Dining,Business Casual,Executive Chef Harold Moore,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,6/30/2009,4408.0,0.9509981851179673
Locanda Verde,https://www.opentable.com/locanda-verde,1,False,2,2307,4.7,4.7,4.5,4.6,4.2,Moderate,89.0,TriBeCa - Downtown,Italian,Casual Dining,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Beer, Cafe, Cocktails, Corkage Fee, Full Bar, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,6/25/2008,4778.0,0.48283800753453326
Brick Lane Curry House,https://www.opentable.com/r/brick-lane-curry-house-new-york,1,False,1,488,4.2,4.4,4.1,3.3,3.8,Quiet,100.0,East Village,"Indian, British, Contemporary Indian",Casual Dining,Casual Dress,Sati Sharma,"Bar/Lounge, Beer, BYO Liquor, BYO Wine, Entertainment, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, View, Wheelchair Access, Wine",Indian,0,0,0,0,False,0,False,3/22/2008,4873.0,0.10014364867638005
Ruth's Chris Steak House - New York City - Midtown,https://www.opentable.com/ruths-chris-steak-house-new-york,1,False,2,5401,4.7,4.7,4.6,4.5,4.5,Quiet,91.0,Theater District / Times Square,"Steakhouse, Steak, Seafood",Fine Dining,Business Casual,Joseph Lopez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,5/10/2005,5920.0,0.9123310810810811
Carmine's - 91st Street - NYC,https://www.opentable.com/carmines-91st-street-nyc,1,False,2,6565,4.5,4.6,4.5,4.4,4.4,Moderate,90.0,Upper West Side,"Italian, Contemporary Italian, Regional Italian (Sardinia)",Casual Dining,Casual Dress,Joe Delgado,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,3/23/2008,4872.0,1.347495894909688
Oda House - Upper East Side,https://www.opentable.com/r/oda-house-upper-east-side-new-york-2,1,False,1,198,4.6,4.6,4.3,4.3,4.3,Moderate,92.0,Upper East Side,"Georgian, Mediterranean, Russian",Casual Dining,Casual Dress,Maia Acquaviva,"Banquet, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Georgian,1,1,1,1,False,4,True,6/9/2019,777.0,0.2548262548262548
queensyard,https://www.opentable.com/r/queensyard-new-york,1,False,2,83,4.4,4.3,4.3,4.6,4.0,Moderate,100.0,Hudson Yards,"Contemporary American, Contemporary British",Casual Elegant,Smart Casual,Brian Yurko,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,10/30/2019,634.0,0.1309148264984227
Spanish Diner at Mercado Little Spain,https://www.opentable.com/r/spanish-diner-at-mercado-little-spain-new-york,1,False,1,218,4.5,4.5,4.4,4.5,4.2,Moderate,92.0,Hudson Yards,Spanish,Casual Dining,Business Casual,,,Spanish,0,0,0,0,False,0,False,7/6/2019,750.0,0.2906666666666667
The Warren,https://www.opentable.com/r/the-warren-new-york,1,True,2,230,4.5,4.5,4.4,4.4,4.3,Moderate,95.0,West Village,"American, Tapas / Small Plates",Casual Elegant,Smart Casual,Juan M Bautista,"Beer, Cocktails, Corkage Fee, Full Bar, Wine",American,0,0,0,0,False,0,False,7/25/2017,1461.0,0.15742642026009582
Marcellino,https://www.opentable.com/r/marcellino-new-york,1,False,1,35,4.6,4.8,4.7,4.7,4.6,Quiet,100.0,Little Italy,"Italian, Pizzeria",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Wine",Italian,1,0,1,1,False,3,True,5/7/2019,810.0,0.043209876543209874
Bombay Bistro,https://www.opentable.com/r/bombay-bistro-new-york,1,False,1,32,4.7,4.7,4.6,4.6,4.5,Moderate,100.0,West Village,Indian,Casual Dining,Business Casual,Herbert Robertson,,Indian,0,0,0,0,False,0,False,4/12/2019,835.0,0.03832335329341317
Da Capo,https://www.opentable.com/r/da-capo-new-york,1,False,1,12,3.9,3.8,4.1,3.6,3.7,Moderate,56.0,Upper West Side,"Contemporary American, Italian",Casual Dining,Smart Casual,,"Beer, Cocktails, Full Bar, Wine",Contemporary American,0,0,0,0,False,0,False,3/30/2019,848.0,0.014150943396226415
La Pizza & La Pasta - Eataly NYC Downtown,https://www.opentable.com/r/la-pizza-and-la-pasta-eataly-nyc-downtown-new-york,1,True,1,593,4.6,4.6,4.5,4.6,4.3,Moderate,96.0,Financial District,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Takeout, View, Wheelchair Access, Wine",Pizzeria,1,1,1,1,False,4,True,6/28/2018,1123.0,0.5280498664292075
yara,https://www.opentable.com/r/yara-new-york,1,False,2,110,4.7,4.7,4.5,4.6,4.4,Moderate,100.0,Midtown East,"Mediterranean, Vegetarian / Vegan, Lebanese",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,4/12/2019,835.0,0.1317365269461078
Le Moulin a Cafe,https://www.opentable.com/r/le-moulin-a-cafe-new-york,1,False,1,14,5.0,4.7,4.8,4.6,4.8,Moderate,100.0,Upper East Side,"French, European, Caf̩",Casual Dining,Business Casual,,"Banquet, Beer, Cafe, Delivery, Fireplace, Gender Neutral Restroom, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,4/25/2019,822.0,0.0170316301703163
St. Tropez - SOHO,https://www.opentable.com/r/st-tropez-soho-new-york-2,1,False,2,66,4.4,4.2,4.2,4.2,4.0,Moderate,,SoHo,"French, Wine Bar, Tapas / Small Plates",Casual Elegant,Smart Casual,Gerald Barthelemy,"Bar/Lounge, Beer, BYO Liquor, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,False,0,False,2/24/2019,882.0,0.07482993197278912
Wagamama (Murray Hill - 39th Street),https://www.opentable.com/r/wagamama-murray-hill-new-york,1,False,1,169,4.3,4.3,4.3,4.2,4.1,Moderate,100.0,Murray Hill,Asian,Casual Dining,Casual Dress,,"Beer, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Asian,1,1,1,1,False,4,True,9/23/2020,305.0,0.5540983606557377
Buenavista Restaurant & Bar,https://www.opentable.com/r/buenavista-restaurant-and-bar-new-york,1,True,1,307,4.6,4.6,4.5,4.1,4.5,Moderate,92.0,Midtown West,"Global, International, South American, Mexican",Casual Dining,Casual Dress,Rene Hernandez Hernandez,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Wine",Global,0,0,0,0,False,0,False,9/25/2018,1034.0,0.29690522243713735
IL Divo,https://www.opentable.com/r/il-divo-new-york,1,False,2,228,4.7,4.7,4.7,4.8,4.1,Quiet,92.0,Upper East Side,Italian,Casual Dining,Business Casual,Antonio Savino,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Italian,1,1,1,1,False,4,True,2/11/2019,895.0,0.2547486033519553
Turkuaz Restaurant,https://www.opentable.com/r/turkuaz-restaurant-new-york-2,1,False,2,134,4.7,4.6,4.6,4.7,4.5,Quiet,100.0,Midtown West,"Turkish, Mediterranean, Halal",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Delivery, Entertainment, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Turkish,1,1,1,1,False,4,True,2/13/2019,893.0,0.15005599104143338
